#INTRO.CC
#!Name!!Type!!Hash!!Size!!Description
FIREMAIN.PAL,,,,0x14B3,,768,,
FIREMAIN.RAW,,,,0x14C6,,64000,,
WFIRE1.INT,,,,0x8BE5,,18357,,
WFIRE2.INT,,,,0x8BF5,,37746,,
WFIRE3.INT,,,,0x8C05,,49397,,
WFIRE4.INT,,,,0x8C15,,54414,,
WFIRE5.INT,,,,0x8C25,,21704,,
WFIRE6.INT,,,,0x8C35,,6521,,
WFIRE7.INT,,,,0x8C45,,21734,,
DARK.PAL,,,,0x48AA,,768,,
FLY.PAL,,,,0x8AA7,,768,,
JVC.RAW,,,,0xCA5B,,64000,,
1ROOM.RAW,,,,0x1D64,,64000,,
2ROOM.RAW,,,,0x1E64,,64000,,
3ROOM.RAW,,,,0x1F64,,64000,,
BALL.RAW,,,,0x88CB,,64000,,
BIRD.RAW,,,,0x4A4C,,64000,,
DROP.RAW,,,,0xED4C,,64000,,
END.RAW,,,,0xC92A,,64000,,
FLY.RAW,,,,0x8ABA,,64000,,
NWC1.RAW,,,,0x6CA0,,64000,,
NWC2.RAW,,,,0x6CB0,,64000,,
PYRAMID1.RAW,,,,0xB145,,64000,,
PYRAMID2.RAW,,,,0xB155,,64000,,
PYRAMID3.RAW,,,,0xB165,,64000,,
ALAMAR1.VOC,,,,0x28B7,,31728,,
COMET.VOC,,,,0x8B4D,,64348,,
DARK3.VOC,,,,0x4B77,,46664,,
DRAGON1.VOC,,,,0xB83F,,7834,,
DRAGON2.VOC,,,,0xB84F,,35844,,
DRAGON3.VOC,,,,0xB85F,,9851,,
ELLINGER.VOC,,,,0x426E,,50807,,
PHAROH11.VOC,,,,0x39DE,,30312,,
PHAROH1A.VOC,,,,0x3ADE,,21057,,
PHAROH1B.VOC,,,,0x3AEE,,41581,,
PHAROH2A.VOC,,,,0x5ADE,,37976,,
PHAROH2B.VOC,,,,0x5AEE,,43530,,
PHAROH2C.VOC,,,,0x5AFE,,51164,,
PHAROH2D.VOC,,,,0x5B0E,,31863,,
PHAROH2E.VOC,,,,0x5B1E,,36414,,
PHAROH3.VOC,,,,0xA850,,21991,,
PHAROH4.VOC,,,,0xA860,,36211,,
PHAROH5A.VOC,,,,0xBADE,,42223,,
PHAROH5B.VOC,,,,0xBAEE,,26145,,
PHAROH6W.VOC,,,,0xDC3E,,50037,,
PHAROH7T.VOC,,,,0xFC0E,,13189,,
PHAROH8.VOC,,,,0xA8A0,,50149,,
PHAROH9A.VOC,,,,0x3ADF,,32799,,
PHAROH9B.VOC,,,,0x3AEF,,49516,,
QUEEN1.VOC,,,,0xB9BB,,30937,,
QUEEN2.VOC,,,,0xB9CB,,23189,,
QUEENHIS.VOC,,,,0xE310,,27122,,
#,,,,0x761E,,7765,,Identical to VINE.VOC?
THUD.VOC,,,,0xC611,,3516,,
VINE.VOC,,,,0xE661,,11137,,
YA1.VOC,,,,0x48F5,,29469,,
ADMUS,,,,0xCF99,,6300,,
ADSND,,,,0xC1A2,,809,,
BLASTMUS,,,,0x83E3,,6202,,
BLASTSND,,,,0x75EC,,819,,
CANMUS,,,,0x7FA2,,4540,,
#,,,,0x53BD,,587,,Unknown File
CPSTRUCT,,,,0x1117,,1200,,
FNT,,,,0x9D6C,,4352,,
#,,,,0xB41C,,728,,Unknown File
IBMMUS,,,,0x37B3,,7866,,
IBMSND,,,,0x29BC,,393,,
NULLMUS,,,,0xC3D4,,216,,
NULLSND,,,,0xB5DD,,212,,
PROMUS,,,,0x28B4,,9381,,
PROSND,,,,0x1ABD,,833,,
ROLMUS,,,,0x5084,,7600,,
SOURCE,,,,0x948A,,369,,
SPECMUS,,,,0xDCA3,,6202,,
SPECSND,,,,0xCEAC,,704,,
#,,,,0x0EB2,,7417,,Unknown (Effect List?)
#,,,,0xEDA5,,33920,,Unknown (Instrument List?)
BIGTHEME.M,,,,0xA864,,27328,,
CANTHEME.M,,,,0x206A,,30901,,
OUTDAY3.M,,,,0x8D5F,,4393,,
NWBLKSMT.M,,,,0x9596,,2569,,
DUNGEON2.M,,,,0xD97F,,5526,,
SF17.M,,,,0x4995,,2020,,
ENDGAME.PAL,,,,0x80E8,,768,,
DISK.END,,,,0x8476,,11101,,
DISKA.END,,,,0x4A58,,2006,,
DISKB.END,,,,0x4A68,,14357,,
DISKC.END,,,,0x4A78,,44569,,
DISKD.END,,,,0x4A88,,19153,,
DISKE.END,,,,0x4A98,,15447,,
FACE.END,,,,0x8215,,25436,,
SC03A.END,,,,0x5092,,328,,
SC03B.END,,,,0x50A2,,3943,,
SC03C.END,,,,0x50B2,,12041,,
SC06A.END,,,,0xB092,,6166,,
SC06B.END,,,,0xB0A2,,1505,,
SC07A.END,,,,0xD092,,42994,,
SC07B.END,,,,0xD0A2,,56789,,
SC07C.END,,,,0xD0B2,,61930,,
SC07D.END,,,,0xD0C2,,26587,,
SC07E.END,,,,0xD0D2,,33533,,
SC07F.END,,,,0xD0E2,,30764,,
SC07G.END,,,,0xD0F2,,29812,,
SC07H.END,,,,0xD102,,11529,,
SC08.END,,,,0xA1C9,,32106,,
SC09.END,,,,0xA1D9,,8794,,
SC10.END,,,,0xC149,,32009,,
SC11.END,,,,0xC159,,48353,,
SC13.END,,,,0xC179,,40092,,
SC14.END,,,,0xC189,,36420,,
SC15.END,,,,0xC199,,9552,,
SC16.END,,,,0xC1A9,,37055,,
SC17XA.END,,,,0xE2F3,,52090,,
SC17XB.END,,,,0xE303,,57155,,
SC18A.END,,,,0xF0D2,,25887,,
SC18B.END,,,,0xF0E2,,43262,,
SC18C.END,,,,0xF0F2,,53190,,
SC18D.END,,,,0xF102,,8469,,
SC18E.END,,,,0xF112,,4161,,
SC19.END,,,,0xC1D9,,45745,,
SC20.END,,,,0xE149,,42756,,
SC21.END,,,,0xE159,,5820,,
SC22.END,,,,0xE169,,21642,,
SC23A.END,,,,0x5112,,48531,,
SC23B.END,,,,0x5122,,55433,,
SC24A.END,,,,0x7112,,6978,,
SC24B.END,,,,0x7122,,11890,,
SC25A.END,,,,0x9112,,59892,,
SC25B.END,,,,0x9122,,31719,,
SC26A.END,,,,0xB112,,6320,,
SC26B.END,,,,0xB122,,13979,,
SC26C.END,,,,0xB132,,27211,,
SC26D.END,,,,0xB142,,29931,,
SC27.END,,,,0xE1B9,,33668,,
SCA28.END,,,,0x3442,,1672,,
SCB28.END,,,,0x3482,,10193,,
SCC28.END,,,,0x34C2,,13816,,
SCD28.END,,,,0x3502,,27064,,
SCE28.END,,,,0x3542,,42068,,
SCF28.END,,,,0x3582,,57840,,
SCG28.END,,,,0x35C2,,48970,,
SCH28.END,,,,0x3602,,10961,,
SCI28.END,,,,0x3642,,5312,,
SCJ28.END,,,,0x3682,,22898,,
SCK28.END,,,,0x36C2,,30541,,
SC29A.END,,,,0x1113,,5484,,
SC29B.END,,,,0x1123,,6042,,
SC29C.END,,,,0x1133,,15136,,
SC29D.END,,,,0x1143,,11900,,
SC29E.END,,,,0x1153,,8803,,
SC29F.END,,,,0x1163,,3735,,
MAINBACK.RAW,,,,0xBDB5,,64000,,
SC050001.RAW,,,,0x46C8,,64000,,
SC070001.RAW,,,,0x48C8,,64000,,
SC090001.RAW,,,,0x4AC8,,64000,,
SC170001.RAW,,,,0x48CA,,64000,,
SC180001.RAW,,,,0x49CA,,64000,,
SC190001.RAW,,,,0x4ACA,,64000,,
SC230001.RAW,,,,0x44CC,,64000,,
SC250001.RAW,,,,0x46CC,,64000,,
SC260001.RAW,,,,0x47CC,,64000,,
SC270001.RAW,,,,0x48CC,,64000,,
SCENE1.RAW,,,,0x6E02,,64000,,
SCENE2-B.RAW,,,,0x818C,,64000,,
SCENE4.RAW,,,,0x6E32,,64000,,
SCENE4-1.RAW,,,,0x80FC,,64000,,
BLANK.RAW,,,,0x0AC1,,64000,,
SC290001.RAW,,,,0x4ACC,,64000,,
SCENE12.RAW,,,,0xB9B5,,64000,,
SPECIAL.BIN,,,,0x4C23,,1695,,
BOX.VGA,,,,0xF5A4,,212,,
TITLE2.INT,,,,0x0D75,,46331,,
DREAMS2.VOC,,,,0x5BCD,,24511,,
CORAK2.VOC,,,,0xD2B5,,9042,,
YES1.VOC,,,,0x0424,,24823,,
NOWRE1.VOC,,,,0x96FD,,31876,,
NORDO2.VOC,,,,0x538C,,25737,,
READY2.VOC,,,,0x098D,,40064,,
FIGHT2.VOC,,,,0x6E77,,32508,,
FAIL1.VOC,,,,0x6B17,,21711,,
ADMIT2.VOC,,,,0x69B0,,35405,,
IDO2.VOC,,,,0x83EB,,65081,,
WHAT3.VOC,,,,0xFA3B,,30087,,
SKYMAIN.PAL,,,,0x4E75,,768,,
WHOOSH.VOC,,,,0x50BD,,3727,,
CLICK.VOC,,,,0xC9BB,,6183,,
EXPLOSIO.VOC,,,,0x7847,,33012,,
WINDSTOR.VOC,,,,0xF545,,35583,,
GASCOMPR.VOC,,,,0xF20D,,40307,,
CAST.VOC,,,,0x0549,,22945,,
PADSPELL.VOC,,,,0xFFD7,,29930,,
RUMBLE.VOC,,,,0x7A41,,28163,,
,,,,0xC790,,22462,,Unknown VOC File
TABLMAIN.RAW,,,,0xFC15,,64000,,
FOURA.RAW,,,,0x1323,,64000,,
EG250001.PAL,,,,0x5649,,768,,
EG100001.RAW,,,,0x515A,,64000,,
EG140001.RAW,,,,0x555A,,64000,,
EG250001.RAW,,,,0x565C,,64000,,
EG270001.RAW,,,,0x585C,,64000,,
EG23PRT2.RAW,,,,0xDD00,,64000,,
SKYMAIN.RAW,,,,0x4E88,,64000,,
TWRSKY1.RAW,,,,0x4C55,,64000,,
DOOR.VOC,,,,0x08A9,,26556,,
CUBE.EG2,,,,0xD901,,21792,,
HANDS.EG2,,,,0x6021,,29096,,
SC02.EG2,,,,0x9357,,21636,,
SC06.EG2,,,,0x9397,,27150,,
SC10.EG2,,,,0xB337,,8233,,
SC13.EG2,,,,0xB367,,23812,,
SC14.EG2,,,,0xB377,,1736,,
SC17.EG2,,,,0xB3A7,,35484,,
SC20A.EG2,,,,0xE2FF,,26283,,
SC20B.EG2,,,,0xE30F,,40561,,
SC20C.EG2,,,,0xE31F,,3156,,
SC20D.EG2,,,,0xE32F,,12541,,
SC22A.EG2,,,,0x2300,,48553,,
SC22B.EG2,,,,0x2310,,34193,,
SC23A.EG2,,,,0x4300,,30716,,
SC23B.EG2,,,,0x4310,,14386,,
SC23C.EG2,,,,0x4320,,18845,,
SC23D.EG2,,,,0x4330,,27145,,
SC23E.EG2,,,,0x4340,,25657,,
SC23F.EG2,,,,0x4350,,22715,,
SC23G.EG2,,,,0x4360,,16276,,
SC23H.EG2,,,,0x4370,,10202,,
SC24.EG2,,,,0xD377,,49836,,
SC3A.EG2,,,,0xF447,,18863,,
SC3B1.EG2,,,,0x2242,,29181,,
SC3B2.EG2,,,,0x2252,,23713,,
STAFF.EG2,,,,0x271B,,6137,,
TOWER1.EG2,,,,0x2376,,25458,,
TOWER2.EG2,,,,0x2386,,34591,,
SC25.EG2,,,,0xD387,,7227,,
SC261A.EG2,,,,0x749D,,25092,,
SC261B.EG2,,,,0x74AD,,30510,,
SC262.EG2,,,,0xA210,,33713,,
SC263.EG2,,,,0xA220,,56846,,
SC264.EG2,,,,0xA230,,28912,,
SC27.EG2,,,,0xD3A7,,33239,,
